央视频道,#genre#
范逸臣 - 放生,https://cfss.cc/api/kg/B630E1AA82F874D53CEDFC9AE58BB6D2.mp4
方大同 - 红豆,https://cfss.cc/api/kg/F2C9825579FD466799F0290974FBEF81.mp4
费玉清 - 梦驼铃,https://cfss.cc/api/kg/F9B0D2D93F793C8F28D0DF27418C58B6.mp4
费玉清 - 一剪梅,https://cfss.cc/api/kg/874EAD52389D65254C5AF4B0A84EE411.mp4
冯一航 - 舍不得你走,https://cfss.cc/api/kg/3023D61823DFD8EC3F89787E8BA4DBA9.mp4
浮生梦 - 星月落,https://cfss.cc/api/kg/8D41072364E9EE5413A731B484879E7A.mp4
光良 - 童话,https://cfss.cc/api/kg/16FB9FB5578DB4FA1E3911E8DFEA5364.mp4
郭峰 - 甘心情愿,https://cfss.cc/api/kg/C733A8BE1C8AEB714FF4D573A42D8E5D.mp4
郭峰 - 移情别恋,https://cfss.cc/api/kg/D89BC24E8F30E262A39692F5857A5E68.mp4
郭富城 - 对你爱不完,https://cfss.cc/api/kg/FC87DF5A8AED2BCE5DD7BC7D0820C05E.mp4
郭富城 - 我是不是该安静的走开,https://cfss.cc/api/kg/78D9C2D7887B08AF35A5EA58640813BE.mp4
海伦 - 桥边姑娘,https://cfss.cc/api/kg/8DCBAEEE659C61726CA4105390BF9C48.mp4
海鸣威 - 你的承诺 - KTV版,https://cfss.cc/api/kg/2802050B001AD6D16F322AF54DC3B869.mp4
海鸣威、吴琼 - 老人与海,https://cfss.cc/api/kg/D53FD45FA4231C81DA1DBE78908282B0.mp4
韩磊 - 向天再借五百年,https://cfss.cc/api/kg/14C914063A522515CC3DCBFFFFCA289D.mp4
韩磊 - 最后的倾诉,https://cfss.cc/api/kg/464BC994C92F4B22CAD774A316937DDA.mp4
郝云 - 活着,https://cfss.cc/api/kg/DDD786CA4BCFB3F6D6D70FEFF4591C4A.mp4
黑龙 - 38度6,https://cfss.cc/api/kg/15D49D4D59EDE5913327F2B4EFBA149B.mp4
黑龙 - 回心转意,https://cfss.cc/api/kg/5C3EB7A56E4517D5953DDF6225343285.mp4
黑龙 - 我爱你你却爱着他,https://cfss.cc/api/kg/20A27122E93990D1E1F2EDD402E9BD5C.mp4
黑龙 - 新回心转意,https://cfss.cc/api/kg/737763C7543E000821A692890A26F773.mp4
后弦 - 下完这场雨,https://cfss.cc/api/kg/CE7ECF5CA1A76B122D88E4DB7110614F.mp4
胡蒎 - 喝醉以后才明白,https://cfss.cc/api/kg/B129F7C08FB5927E4A8A18FCC8382BA7.mp4
胡彦斌 - 不负人间,https://cfss.cc/api/kg/26675C33665981A04ED10D100A68FE09.mp4
胡彦斌 - 红颜,https://cfss.cc/api/kg/375CCEAC960F785E27ADADCE32537687.mp4
胡彦斌 - 诀别诗,https://cfss.cc/api/kg/81D9D82B338563CEE7877628FF3194C5.mp4
胡彦斌 - 你要的全拿走,https://cfss.cc/api/kg/B26BD8223E74C8C4407E8C374A5F6E4D.mp4
胡彦斌 - 月光,https://cfss.cc/api/kg/E0DC02E07408BEF8B4BBDABE15686EB1.mp4
欢子 - 得到你的人却得不到你的心,https://cfss.cc/api/kg/3B0996F4332AFA509B5F2DD5FF611938.mp4
欢子 - 伤心的时候可以听情歌,https://cfss.cc/api/kg/EEBCDE2D0533BAC32D4259BCF1E6CFA6.mp4
欢子 - 心痛2009,https://cfss.cc/api/kg/4F3FF0D8E702124603BA24E0B71F846B.mp4
欢子 - 愚爱,https://cfss.cc/api/kg/FF29B6685698F38D31134A490EEFDA67.mp4
欢子 - 原谅我一次,https://cfss.cc/api/kg/0D6B6D4B63A19B3E199FA10D127DFFC2.mp4
黄品源 - 你怎么舍得我难过,https://cfss.cc/api/kg/04C4ABC3CACE44BA0B54FF1FAE49D891.mp4
黄品源 - 小薇,https://cfss.cc/api/kg/C50842682C5CE5BAECCCAFC072E9C14E.mp4
姜育恒 - 再回首,https://cfss.cc/api/kg/B446C7E058ED18FBCF5BD57A0310958D.mp4
金久哲 - 干就完了,https://cfss.cc/api/kg/6094F7F86A77A46B69C4BB9BF1EAC992.mp4
金久哲 - 玫瑰花开,https://cfss.cc/api/kg/70ED4897DF0F6B66EFB3681A923181E3.mp4
蓝波 - 你到底有没有爱过我,https://cfss.cc/api/kg/F17C1385005DDE33B8099A471E0EC84F.mp4
冷漠 - 飞鸟与射手,https://cfss.cc/api/kg/FF31F1FA78435E813A8B534C161BC2C4.mp4
冷漠 - 看透爱情看透你,https://cfss.cc/api/kg/947228C801C81C5D6D185B1BAA68D4CC.mp4
冷漠 - 没有你陪伴我真的好孤单,https://cfss.cc/api/kg/14560CBFE97E4DD46EF7049E71D2DA3A.mp4
冷漠 - 一路向北,https://cfss.cc/api/kg/CE48AA349BF53BEE79C0B0E4D82780A8.mp4
冷漠、杨小曼 - 我爱你胜过你爱我,https://cfss.cc/api/kg/DB5BA25FE045D7BE3893110B6A40A273.mp4
冷漠、云菲菲 - 伤心城市,https://cfss.cc/api/kg/E6EA5FEE2DFA570D3996E1DD4582BC63.mp4
冷漠、云菲菲 - 这条街,https://cfss.cc/api/kg/0B6AC85A1E5D04FCF9C0BE2DD6351362.mp4
冷漠、云菲菲 - 这条街,https://cfss.cc/api/kg/594B9F354C1D250ADD11A4FC656E99AA.mp4
李克勤 - 一生不变,https://cfss.cc/api/kg/CDA909020107DF877DAFA6F0FD47B3B1.mp4
李茂山 - 迟来的爱,https://cfss.cc/api/kg/F43A0CFAC226EDC3BC55DE720DB912DD.mp4
李圣杰 - 痴心绝对,https://cfss.cc/api/kg/5FADFF172D5F500025104EF7B8F6B27E.mp4
李圣杰 - 手放开,https://cfss.cc/api/kg/007F8677C59310951C576CD3851C63FC.mp4
李圣杰 - 手放开,https://cfss.cc/api/kg/B5D98288A2785E96B48C60B58BB51B1C.mp4
李圣杰 - 最近,https://cfss.cc/api/kg/DFAE68CBECCA72A1513CE531C4DC3CEE.mp4
李晓杰 - 好姑娘,https://cfss.cc/api/kg/129A39C7A5A00E1BDF432A43D2601865.mp4
李晓杰 - 朋友的酒,https://cfss.cc/api/kg/A707074EDD19EDE3CBF27D0C7693484A.mp4
李行亮 - 愿得一人心,https://cfss.cc/api/kg/608A3FB3066D367826B88E20575ACED5.mp4
李玉刚 - 刚好遇见你,https://cfss.cc/api/kg/BE70A4B3BD868A0EF3F4D95460DD1D1E.mp4
李玉刚 - 清明上河图,https://cfss.cc/api/kg/A0F4AC40541F13DD9F12487BE22A14A1.mp4
李玉刚 - 万疆,https://cfss.cc/api/kg/22B020E71AE3503BDD0689E2B5C5E851.mp4
李玉刚 - 新贵妃醉酒,https://cfss.cc/api/kg/2A89214273A3BE9EAD2FB0B102AECB18.mp4
李宗盛 - 飘洋过海来看你,https://cfss.cc/api/kg/501B96679CE7F706DEF7F0B7026124DB.mp4
李宗盛、林忆莲 - 当爱已成往事,https://cfss.cc/api/kg/05DDC8AADC1C36CD0FA0002378A3A109.mp4
林俊杰 - 曹操,https://cfss.cc/api/kg/50435B4E7A511FF7FE83C95BFE38F5A2.mp4
林俊杰 - 江南,https://cfss.cc/api/kg/9F62C7C23A2FA3E7B81D1A58EE7E2458.mp4
林俊杰 - 交换余生,https://cfss.cc/api/kg/62825A481A7FC145BB996160EEA094F1.mp4
林俊杰 - 可惜没如果,https://cfss.cc/api/kg/C6131BD6A99E7CACA24832172DCAA4B7.mp4
林俊杰 - 美人鱼,https://cfss.cc/api/kg/43134E65D1D99F41597E57B121E65FBF.mp4
林俊杰 - 起风了,https://cfss.cc/api/kg/C50A336A1CA0186EE6AF72E5FC8E9F1F.mp4
林俊杰 - 我怀念的,https://cfss.cc/api/kg/A425FB6A21B2557BDA2A8E73F568F0A3.mp4
林俊杰 - 我们的爱,https://cfss.cc/api/kg/90690BC504BBB8E9A40D247FFA140E56.mp4
林俊杰 - 修炼爱情,https://cfss.cc/api/kg/59417883B4254493B990BC55CF21E98A.mp4
林宥嘉 - 你是我的眼,https://cfss.cc/api/kg/4623EFB6F8BE289F5BB7C2DDCE51EBC9.mp4
林志炫 - 单身情歌,https://cfss.cc/api/kg/C5581D0C840E144AF4801B943C73D628.mp4
林志炫 - 你的样子,https://cfss.cc/api/kg/AB8BC45783112E6C5DE0DD7129330931.mp4
林子祥 - 男儿当自强 ,https://cfss.cc/api/kg/543C8D48071AF54B992AA4214E263EA5.mp4
刘德华 - 爱火烧不尽,https://cfss.cc/api/kg/126B12396092C777593735DED91F63AB.mp4
刘德华 - 爱你一万年,https://cfss.cc/api/kg/D758D878F6F7E7F748D3E63E37985384.mp4
刘德华 - 冰雨,https://cfss.cc/api/kg/4A73414EBA924CFCEA5E11B6379AEB8E.mp4
刘德华 - 今天,https://cfss.cc/api/kg/AEC1927E8FF5EC1D4538D257147276C3.mp4
刘德华 - 上海滩,https://cfss.cc/api/kg/9AE9F6D876BCE0F127A9A56D514D42B0.mp4
刘德华 - 谢谢你的爱,https://cfss.cc/api/kg/D4B4CA7008B701B5CB9BE3E3C7C4925D.mp4
刘欢 - 从头再来,https://cfss.cc/api/kg/651DBBDA73D1FC565F39CF5CF84A65EA.mp4
刘嘉亮 - 爱我就别伤害我,https://cfss.cc/api/kg/6C886BA8AE5627CAE6221FFF4625CDF7.mp4
刘嘉亮 - 你到底爱谁,https://cfss.cc/api/kg/B2F83A784911ADFFB397EEC7E2E50F99.mp4
龙梅子、王强 - 你把爱情给了谁,https://cfss.cc/api/kg/2D524F511A42DAA193BC0CB2618EBFB0.mp4
卢冠廷、莫文蔚 - 一生所爱,https://cfss.cc/api/kg/916EE57719039A8BE64018C77710B0C7.mp4
陆海涛 - 最亲的人,https://cfss.cc/api/kg/77FCDE56843810DB0B9C846D3613A8C8.mp4
罗大佑 - 你的样子,https://cfss.cc/api/kg/E8957D0289B4C73D7F5FD7896E13D9E9.mp4
罗大佑 - 童年,https://cfss.cc/api/kg/5CACA50FFCDB544B5810A002F12B29E9.mp4
吕方 - 朋友别哭,https://cfss.cc/api/kg/90E9B9C0053BF5B1513F2C3231FFFEF1.mp4
马天宇 - 该死的温柔,https://cfss.cc/api/kg/576B5FD19FB9FB4C96E8C703A47AB156.mp4
满文军 - 懂你,https://cfss.cc/api/kg/A99121E91022D5245C8E23800F7170F5.mp4
潘玮柏 - 反转地球,https://cfss.cc/api/kg/DB798FD818FAF27EF98E13702BC53806.mp4
潘玮柏、弦子 - 不得不爱,https://cfss.cc/api/kg/E4D433F3EB1FD4684B90DBB9FC0B7018.mp4
潘玮柏、张韶涵 - 快乐崇拜,https://cfss.cc/api/kg/ADC5CE79353081864A3CA6978F166D18.mp4
庞龙 - 杯水情歌,https://cfss.cc/api/kg/E0A10DC431438CDCBAA4B678EEF0A610.mp4
庞龙 - 吹眼睛,https://cfss.cc/api/kg/4441BCC8367C3E8C3DAD1753C4BFDC28.mp4
庞龙 - 兄弟抱一下,https://cfss.cc/api/kg/445FC0F641E600060682DA0342C3BC99.mp4
朴树 - 平凡之路,https://cfss.cc/api/kg/D531954E4BAA1310BC5AF95F972ECF4D.mp4
朴树 - 生如夏花,https://cfss.cc/api/kg/AA43DDCF97005790FA811F439A2F7202.mp4
齐秦 - 不让我的眼泪陪我过夜,https://cfss.cc/api/kg/5EFBFD22DF48624BDE638107C25138CD.mp4
齐秦 - 大约在冬季,https://cfss.cc/api/kg/F0108D2835C5856A3D6C8168F78DC8DB.mp4
邱永传 - 十一年,https://cfss.cc/api/kg/A56ECE25FA5848ED5812F7AA8DCE66AE.mp4
秋裤大叔 - 一晃就老了,https://cfss.cc/api/kg/78062F9C43122454DDC1D0E85032D0F5.mp4
饶天亮 - 做你的爱人,https://cfss.cc/api/kg/0E0D5F0D8BE0C49FAD5D911B975AF2DE.mp4
任贤齐 - 伤心太平洋,https://cfss.cc/api/kg/0719D0D6854B6B6B6F1EA6DAD2C99C8D.mp4
任贤齐 - 死不了,https://cfss.cc/api/kg/5121C450936C42892CC2C9C723C1F41F.mp4
任贤齐 - 天涯,https://cfss.cc/api/kg/A6AA3F00754F1184101E60F0E0DFA2B9.mp4
任贤齐 - 只爱你一个人,https://cfss.cc/api/kg/B503C62D061862944B64797B9D7CB717.mp4
三叔说 - 海市蜃楼,https://cfss.cc/api/kg/0F8EF4CE57728C2074E2E328442051F7.mp4
胜屿 - 不该用情,https://cfss.cc/api/kg/A62C3456CABA0100CC6F37747C68BDB1.mp4
斯琴高丽、顾峰 - 犯错,https://cfss.cc/api/kg/14551AEFBF548E04B466F608294E7EE9.mp4
孙楠 - 拯救,https://cfss.cc/api/kg/ABCCF0E1F22BD07665B1C2328DBECF18.mp4
孙楠、韩红 - 美丽的神话,https://cfss.cc/api/kg/1E8A6D6FF80232C2EE0A9C03BC607C88.mp4
邰正宵 - 九百九十九朵玫瑰,https://cfss.cc/api/kg/34136E9C1C102CAC60DFB74518DB81B7.mp4
邰正宵 - 心要让你听见,https://cfss.cc/api/kg/6B6BF68311263CA5726FCE3B18021517.mp4
邰正宵 - 一千零一夜,https://cfss.cc/api/kg/579B5E8B765261D59E2A900157BCFF87.mp4
陶喆、蔡依林 - 今天你要嫁给我,https://cfss.cc/api/kg/AB7EA980C8931A4F52AA2717DD13F12C.mp4
屠洪刚 - 霸王别姬,https://cfss.cc/api/kg/D1F3C7B99636AB8182B4B16F2A76B585.mp4
屠洪刚 - 风云,https://cfss.cc/api/kg/A6670344DB43453CFA7EABFBEAE3C0FC.mp4
屠洪刚 - 精忠报国,https://cfss.cc/api/kg/A4FE86C280D645140F66FCE176983B66.mp4
汪峰 - 北京北京,https://cfss.cc/api/kg/FEEB8A41B7748BF314B2FBE56A44CFAE.mp4
汪峰 - 春天里,https://cfss.cc/api/kg/6404F83F37BADCE561B8AE4E1DAA94CC.mp4
汪峰 - 怒放的生命,https://cfss.cc/api/kg/1B314FCD03B5A0A0A4A1EA009D2CF298.mp4
王程明 - 今生最爱,https://cfss.cc/api/kg/4284D3C1B12E4CFEEF5CA9D38A8B74D2.mp4
王杰 - 安妮,https://cfss.cc/api/kg/E32485297008BF989B4738FF23009746.mp4
王杰 - 不浪漫罪名,https://cfss.cc/api/kg/94CF8375B0C603338971F7E376003ED6.mp4
王杰 - 封锁我一生,https://cfss.cc/api/kg/A29BD19D1D33BA0E08AF37F958A09129.mp4
王杰 - 伤心1999,https://cfss.cc/api/kg/86F9EDC112D8DCFD179BDD2EE88D748F.mp4
王杰 - 谁明浪子心,https://cfss.cc/api/kg/C7DF1822B8FFA7AC4B7810ACD041235A.mp4
王杰 - 是否我真的一无所有,https://cfss.cc/api/kg/9F762635728A1B5561AFEDB52E14E50A.mp4
王杰 - 忘了你忘了我,https://cfss.cc/api/kg/DD5AB3CFD69A233826EA976402E8B8C3.mp4
王杰 - 心痛,https://cfss.cc/api/kg/EC29E07F56C4BE8B2A94F793F2ECE0CC.mp4
王杰 - 一场游戏一场梦,https://cfss.cc/api/kg/E824811A7543D3E3FB65E0269897D3D9.mp4
王杰 - 英雄泪,https://cfss.cc/api/kg/AF98EA595CC8E343E3A0ADAC0E2038ED.mp4
王力宏 - 改变自己,https://cfss.cc/api/kg/99F1DB53C7CFB96DFB0A548CDC281EAF.mp4
王力宏 - 花田错,https://cfss.cc/api/kg/2FE9F3FE92879981E74CC5E5F77B300C.mp4
王力宏 - 龙的传人,https://cfss.cc/api/kg/8BFD2FE12CD419C44FCCD4F62F522EC5.mp4
王力宏 - 天地龙鳞,https://cfss.cc/api/kg/C3326AB6A069CECE695BC2C8A785A273.mp4
王强 - 不想让你哭,https://cfss.cc/api/kg/0035AB5D990F2050F507C26A856C2D08.mp4
王强 - 分手情歌,https://cfss.cc/api/kg/A0345E0697EC853E38B4DE1CC4F1F97E.mp4
王强 - 秋天不回来,https://cfss.cc/api/kg/DB3D1C14B2EF772995D4F0CBAC04051C.mp4
韦伦 - 换到千般恨,https://cfss.cc/api/kg/2D4E9212BE4B8B3FB14103A3D34820F1.mp4
吴克群 - 为你写诗,https://cfss.cc/api/kg/C54333E10FC1620E664DD82C1E219340.mp4
伍佰 - 挪威的森林,https://cfss.cc/api/kg/C8A9B4B6C1B0E666818EE85342BCB801.mp4
伍思凯 - 特别的爱给特别的你,https://cfss.cc/api/kg/EB14F04A9B47B97A84AFF2D992F04D9C.mp4
谢军 - 那一夜,https://cfss.cc/api/kg/2F62B20A4EF5DE242E130E92B573B7A7.mp4
谢军 - 心在跳情在烧,https://cfss.cc/api/kg/2F1F1F9BA15386DD35DEBFAFB67DFD92.mp4
谢霆锋 - 谢谢你的爱1999,https://cfss.cc/api/kg/D06F29262F22E137324E2A2A03C4F84E.mp4
谢霆锋 - 因为爱所以爱,https://cfss.cc/api/kg/DE0764972113B38F8341D66FBF34F131.mp4
徐誉滕 - 等一分钟,https://cfss.cc/api/kg/1C99F0D180ECA61FB0990618D2495571.mp4
徐誉滕 - 天使的翅膀,https://cfss.cc/api/kg/1627A179BCF07DFBFE9040DE2629F0E0.mp4
徐誉滕 - 天使的翅膀,https://cfss.cc/api/kg/27465069F7DF6ECD0C451CA47E24896D.mp4
徐誉滕 - 做我老婆好不好,https://cfss.cc/api/kg/40F3D4CF7F53B0849C6D2B4E15A4C3B2.mp4
许冠杰、张国荣 - 沉默是金,https://cfss.cc/api/kg/37D84413C18A19A676B27BB069D9F26B.mp4
许巍 - 曾经的你,https://cfss.cc/api/kg/AA627DD524EEF4BFA1DC8542C8BF0E88.mp4
许巍 - 蓝莲花,https://cfss.cc/api/kg/B33A7344AC21F730C3446F824C8F79FA.mp4
许巍 - 旅行,https://cfss.cc/api/kg/B7FAD7C0E02BD0D11912520E9952CF2D.mp4
许巍 - 像风一样自由,https://cfss.cc/api/kg/653A61C9AF41F54D4CD32C7920F0878D.mp4
杨培安 - 爱上你是一个错,https://cfss.cc/api/kg/664A0607D1A7B3C08441C871BFD911A6.mp4
杨小曼、冷漠 - 心锁,https://cfss.cc/api/kg/B7DC44146C033C0B436E63BD89CEE206.mp4
杨小壮 - 逞强,https://cfss.cc/api/kg/A79C7E0FB168BBF946796D42A30CF60D.mp4
杨小壮 - 孤芳自赏,https://cfss.cc/api/kg/F39559C5EA9FF2B745B53A689A0ED123.mp4
杨小壮 - 一个人挺好,https://cfss.cc/api/kg/B7D63875C981371E81406675AF5117F4.mp4
杨小壮 - 最后的人,https://cfss.cc/api/kg/0BADEDA0960D7570C2E8A5C5EF7402B7.mp4
杨小壮 - 最后的人,https://cfss.cc/api/kg/11AC24271A719B0B473A58434E674C73.mp4
杨小壮、鹏鹏 - 口是心非,https://cfss.cc/api/kg/6C5488EC0CA30B5B6541DF0AA0DA9CC5.mp4
杨梓、金久哲 - 等风等雨我等你,https://cfss.cc/api/kg/EFE4F2C858D2BE98639F78D7B60DC4BC.mp4
杨宗纬、张碧晨 - 凉凉,https://cfss.cc/api/kg/9BCA57DA927D96945A10E592BACEDA9A.mp4
游鸿明 - 白色恋人,https://cfss.cc/api/kg/0D55DCF7AF0E82280782895BAABD8EC7.mp4
庾澄庆 - 春泥,https://cfss.cc/api/kg/7047F6FAFF32130086A1F25548FC1752.mp4
展展与罗罗 - 沙漠骆驼,https://cfss.cc/api/kg/F1A3D107D12030EB73F163B8285BCEF0.mp4
张栋梁 - 北极星的眼泪 ,https://cfss.cc/api/kg/D52A2A57CBEA0F19298D60DFA9B406E9.mp4
张栋梁 - 大风吹,https://cfss.cc/api/kg/F49A8BF063DD0279F47B39C451D74E87.mp4
张栋梁 - 当你孤单你会想起谁,https://cfss.cc/api/kg/CA78B6084AF0D5F22948D96F4E49BDB3.mp4
张国荣 - 沉默是金,https://cfss.cc/api/kg/69BA5958C849666B0B0F9A34821DBDB0.mp4
张国荣 - 当年情,https://cfss.cc/api/kg/D0E6497453759BE9C177FD1063559651.mp4
张明敏 - 外婆的澎湖湾,https://cfss.cc/api/kg/3EF7FA82C94868E21AB30E8506FDA3D8.mp4
张明敏 - 我的中国心,https://cfss.cc/api/kg/1C2C5326D2E48E57ECFA5E86800F16F0.mp4
张信哲 - 爱就一个字,https://cfss.cc/api/kg/00E7A159CA5105FDBE8432A325EA14AE.mp4
张信哲 - 爱如潮水,https://cfss.cc/api/kg/A3979F7279603425549EF31CBC871351.mp4
张信哲 - 别怕我伤心,https://cfss.cc/api/kg/34789C835F495903E79D87DE557B2456.mp4
张信哲 - 过火,https://cfss.cc/api/kg/48FB05825FA0205309027C99D2289A1B.mp4
张信哲 - 宽容,https://cfss.cc/api/kg/C1D405C13C9380191133FF3F928E3F89.mp4
张信哲 - 太想爱你,https://cfss.cc/api/kg/876310DA0BE5E194C7702C3ED9DD2CE3.mp4
张信哲 - 信仰,https://cfss.cc/api/kg/30C7FD92B624D2FBFD553CB7786A8293.mp4
张学友 - 吻别,https://cfss.cc/api/kg/8013469BC191F4F51BD98537E510A80D.mp4
张学友 - 一千个伤心的理由,https://cfss.cc/api/kg/8E74AF49470C05B77D51D3BE85E4773A.mp4
张学友 - 只有你不知道,https://cfss.cc/api/kg/15CC3769060A185A9BAFFDFA081FE6C9.mp4
张宇 - 给你们,https://cfss.cc/api/kg/AC848AE3F2A022C8CE49141A929EC803.mp4
张宇 - 曲终人散,https://cfss.cc/api/kg/EBF0EE752CBB1434D693E7BDE72367CF.mp4
张宇 - 小小的太阳,https://cfss.cc/api/kg/03A6F6313DE009D760EBD918CFBF4B27.mp4
张宇 - 用心良苦,https://cfss.cc/api/kg/D62D0D6F1F662A2CF7D20797D33AAEB6.mp4
张宇 - 雨一直下,https://cfss.cc/api/kg/A77795F624461816CFED06A371EE12EF.mp4
张宇 - 月亮惹的祸,https://cfss.cc/api/kg/FC0387BA83795B19C968C0499BCE2453.mp4
张振宇 - 爱上你等于爱上了错,https://cfss.cc/api/kg/D5BE3BBDD470929DB928F2A6AC0A42DC.mp4
张振宇 - 不要再来伤害我,https://cfss.cc/api/kg/C4DD0F22D9A952E360031832EDC625F0.mp4
赵传 - 爱要怎么说出口,https://cfss.cc/api/kg/48CCB10BFBE46F182216E967B24C4AE3.mp4
赵传 - 把悲伤留给自己,https://cfss.cc/api/kg/3F99A81D5A106766B415662DD62D7528.mp4
郑源 - 爱情码头,https://cfss.cc/api/kg/C32F34CE1EF777FD6DAC5E720EED53A5.mp4
郑源 - 包容,https://cfss.cc/api/kg/5EB9C504959FB49A5B036B9665C7708D.mp4
郑源 - 比心更痛的眼眸,https://cfss.cc/api/kg/570DE2288107F8F893E722A484731EF6.mp4
郑源 - 不要在我寂寞的时候说爱我,https://cfss.cc/api/kg/DE41667B3EC861A4823894F80341FED9.mp4
郑源 - 当我孤独的时候还可以抱着你,https://cfss.cc/api/kg/21C0CA59BC38CBCD63F949DB9DBE74D9.mp4
郑源 - 好聚好散,https://cfss.cc/api/kg/772DF742BB6A4778819D50C765A41C72.mp4
郑源 - 难道爱一个人有错吗,https://cfss.cc/api/kg/8B106939540888325A5753CB00F98613.mp4
郑源 - 入戏太深,https://cfss.cc/api/kg/2A263B0CAE56BC62CC15B624F8EA7A86.mp4
郑源 - 为爱停留,https://cfss.cc/api/kg/2478069E8578CF388C2D7A3862998E2E.mp4
郑源 - 为什么相爱的人不能在一起,https://cfss.cc/api/kg/0F7E31096CEFC020BAAD1002C6DDFE09.mp4
郑源 - 一万个理由,https://cfss.cc/api/kg/E7D8B6ABAF892D3686726D9C7C07B883.mp4
郑源 - 怎么会狠心伤害我,https://cfss.cc/api/kg/5A02D5F4E41A38E2A5419F82C8556E56.mp4
郑源、T.R.Y - 爱情里没有谁对谁错,https://cfss.cc/api/kg/42A0F8859B4CE71317911FE9F4BD7096.mp4
郑源、蒋姗倍 - 红尘情歌,https://cfss.cc/api/kg/01339B75EA65C69D00144B53CA26AFF8.mp4
郑源、沈丹丹 - 幸福恋人 - KTV版,https://cfss.cc/api/kg/D8C0E6A927125EFD7979EF63735BEBEE.mp4
郑智化 - 水手,https://cfss.cc/api/kg/A96B43C9E3D614D355CBB8A7044781B9.mp4
郑智化 - 星星点灯,https://cfss.cc/api/kg/09A4BCE6019ADF2AF2580C093488EAA9.mp4
周传雄 - 冬天的秘密,https://cfss.cc/api/kg/AC4180A8649B6A4ED3658251038850D8.mp4
周传雄 - 关不上的窗,https://cfss.cc/api/kg/762C989FE4CE09A123519988632EAB93.mp4
周传雄 - 黄昏,https://cfss.cc/api/kg/1600AAC0D7CEDC9CE9B8516ED7FBF668.mp4
周传雄 - 寂寞沙洲冷,https://cfss.cc/api/kg/0E6928F3EB4C735B8F888620122EFF49.mp4
周传雄 - 青花,https://cfss.cc/api/kg/762F9997E169E259E2AA0C150D46AE79.mp4
周传雄 - 我的心太乱,https://cfss.cc/api/kg/0908328DE54E76F9B7159E9880EF4F48.mp4
周华健 - 刀剑如梦,https://cfss.cc/api/kg/6E5D49024E45EF6A525F22DCC7D4EEE5.mp4
周华健 - 难念的经,https://cfss.cc/api/kg/6B6A87BAD7A28B056BEB0CFF4F577F7A.mp4
周华健 - 朋友,https://cfss.cc/api/kg/BA955BCD9A01A83A6D1902A1485B9E05.mp4
周杰伦 - 稻香,https://cfss.cc/api/kg/FE06D19D564ECF0A16FC72447E1E82E5.mp4
周杰伦 - 东风破,https://cfss.cc/api/kg/A487D4F8245034FBF783537AAAECE66E.mp4
周杰伦 - 告白气球,https://cfss.cc/api/kg/1B43BAAF79C20489C85DEF55E2BA7AF0.mp4
周杰伦 - 花海,https://cfss.cc/api/kg/92D6EE9DE3B3129AB748063B9F1AD068.mp4
周杰伦 - 兰亭序,https://cfss.cc/api/kg/B4567BE61EADF9D0A872B194ADDEBA52.mp4
周杰伦 - 蒲公英的约定,https://cfss.cc/api/kg/D64FED58CB27EDFC59807C825794AA4B.mp4
周杰伦 - 七里香,https://cfss.cc/api/kg/93C8E52BFF734A3CD8C035191670A6DF.mp4
周杰伦 - 青花瓷,https://cfss.cc/api/kg/F973F02AEDA7F6B0F90F0872F27F040E.mp4
周杰伦 - 晴天,https://cfss.cc/api/kg/3B1F32C55F9774501794213C09168A18.mp4
周杰伦 - 说好的幸福呢,https://cfss.cc/api/kg/230DF039446EB997C9331F7D6CE8CB98.mp4
周杰伦 - 听妈妈的话,https://cfss.cc/api/kg/7D76F88D36D2BA1B19E8CA9F627872F1.mp4
周杰伦 - 夜曲,https://cfss.cc/api/kg/FEFD599DF8886873B5708562CFFF4D43.mp4
周杰伦 - 最伟大的作品,https://cfss.cc/api/kg/476E84590D6D14E2C9B3603F9555770C.mp4
周深 - 大鱼,https://cfss.cc/api/kg/4B26B5A1DE454A9DEA4BA0F65D802810.mp4
周深 - 如愿,https://cfss.cc/api/kg/7396CB31C120280542B6D8942A24B534.mp4
周深 - 卧龙吟,https://cfss.cc/api/kg/7AD4C8ACCFAF319182C2BF53FFC45B27.mp4
朱添泽 - 等,https://cfss.cc/api/kg/1F122DD5CD21B5FEF7DCD51B144D581B.mp4
朱添泽 - 想,https://cfss.cc/api/kg/EAA8980F00B12F5E2B7E481CAEFE6AB6.mp4

历年春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
